Title,ASIN,Stars,Review,Price,clean_review,predicted_sentiment
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,4.0,"كويسه جدا وشغاله كويس وشكلها شيك اووي
شكرا جدا علي المنتج الجميل دا",238,كويسه جدا وشغاله كويس وشكلها شيك اووي شكرا جدا علي المنتج الجميل دا,إيجابي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,المنتج ميستحقش ربع نجمه حتى وصلي من غير السماعه شاحن فقط,238,المنتج ميستحقش ربع نجمه حتى وصلي من غير السماعه شاحن فقط,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,سئ و باخد ياما في الشحن و شاحنة ضغيف جدا,238,سئ و باخد ياما في الشحن و شاحنة ضغيف جدا,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,منتج زباله السماعه الشمال فاصله والعلبه بايظه والسكت بتاع الشاحن مش شغال مش عارف الي هيشتريها هيعمل بيها ايي,238,منتج زباله السماعه الشمال فاصله والعلبه بايظه والسكت بتاع الشاحن مش شغال مش عارف الي هيشتريها هيعمل بيها ايي,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,سيئة جدا لا تعمل,238,سيئة جدا لا تعمل,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,الزباله زباله,238,الزباله زباله,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,سيئه جدا ومش بتشحن وسماعه واحده ال شغاله، كسرتها ورميتها,238,سيئه جدا ومش بتشحن وسماعه واحده ال شغاله كسرتها ورميتها,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,وصلتني بايظه مش شغالة لا انصح بالشراء من هذا التاجر لا يوجد امانه,238,وصلتني بايظه مش شغالة لا انصح بالشراء من هذا التاجر لا يوجد امانه,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,زفت الزفت,238,زفت الزفت,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,لا انصحك بشراء هذه المنتج,238,لا انصحك بشراء هذه المنتج,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,معفنه,238,معفنه,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,سيئ جدا جدا باظت بعد استخدام ١٠ دقايق,238,سيئ جدا جدا باظت بعد استخدام دقايق,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,ردئ جدا ولايعمل,238,ردئ جدا ولايعمل,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,2.0,رجعتها,238,رجعتها,إيجابي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,2.0,لقيت فرده مش شغاله ومش عارف ارجعها ازاي,238,لقيت فرده مش شغاله ومش عارف ارجعها ازاي,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,5.0,منتج جديد وجميل جدا انصح الجميع بشراء هذه السماعه,238,منتج جديد وجميل جدا انصح الجميع بشراء هذه السماعه,إيجابي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,5.0,السماعة بصراحه ممتازة وصوتها جامد فى الاستماع للموسيقى وفى المكالمات تمام بس لازم تكون مركب السمعتين فى المكالمات علشان تسمع كويس,238,السماعة بصراحه ممتازة وصوتها جامد فى الاستماع للموسيقى وفى المكالمات تمام بس لازم تكون مركب السمعتين فى المكالمات علشان تسمع كويس,إيجابي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,صوتها يقطع وواطي ارجو الاسترجاع في اسرع وقت,238,صوتها يقطع وواطي ارجو الاسترجاع في اسرع وقت,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,رديئة جدا كجودة وسماعه واحده بس اللي بتشتغل عكس الوصف اللي مكتوب على المنتج,238,رديئة جدا كجودة وسماعه واحده بس اللي بتشتغل عكس الوصف اللي مكتوب على المنتج,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,في فرده مش شغاله استلمتها النهارده جيت اشغلها لاقيتها مش شغاله مش عارفه ارجعها ازاي أو استبدلها كده بيبيعوا حاجات بايظه,238,في فرده مش شغاله استلمتها النهارده جيت اشغلها لاقيتها مش شغاله مش عارفه ارجعها ازاي أو استبدلها كده بيبيعوا حاجات بايظه,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,السماعة جاية بايظة مفيش حاجه شغاله فيها,238,السماعة جاية بايظة مفيش حاجه شغاله فيها,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,سيئه جدا منتج فاشل,238,سيئه جدا منتج فاشل,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,المنتج تالف سماعة واحدة فقط التي تعمل,238,المنتج تالف سماعة واحدة فقط التي تعمل,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,1.0,اوسخ سماعه شفتهااا,238,اوسخ سماعه شفتهااا,سلبي
"Earbuds Air31, Wireless, Wired Earphones Transparent with Deep Bass, Stereo Sound, Bluetooth Headphone with Charging Case, White, Black and Pink (black)",B0C4JRWJGM,5.0,صوته نقي و حلوه,238,صوته نقي و حلوه,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,"شغاله زي الفل ومغناطيس السماعات قوي أنا بستخدمها في اجتمعات من خلال اللابتوب أو الموبايل والبطارية تمام
لو كان في ميتينج جملي بستخدم واحدة لحد ما التانية تشحن","2,899",شغاله زي الفل ومغناطيس السماعات قوي أنا بستخدمها في اجتمعات من خلال اللابتوب أو الموبايل والبطارية تمام لو كان في ميتينج جملي بستخدم واحدة لحد ما التانية تشحن,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,المنتج ده حرفياً للي محتار ما بين بحر السماعات اللي في السوق، خد السماعة دي وانت مغمض لانها من براند معروف بجودته وامكانياته، وسعرها حرفياً في الارض مقابل الامكانيات اللي بتديهالك، عزل صوت، جهازين مربوطين مع بعض في نفس الوقت، صوت نقي جداً، مايك ممتاز، يعني لو قولت انها قيمة مقابل السعر ابقى بظلمها لان المفروض سعرها يكون اغلى من كده,"2,899",المنتج ده حرفيا للي محتار ما بين بحر السماعات اللي في السوق خد السماعة دي وانت مغمض لانها من براند معروف بجودته وامكانياته وسعرها حرفيا في الارض مقابل الامكانيات اللي بتديهالك عزل صوت جهازين مربوطين مع بعض في نفس الوقت صوت نقي جدا مايك ممتاز يعني لو قولت انها قيمة مقابل السعر ابقى بظلمها لان المفروض سعرها يكون اغلى من كده,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,جميلة جدا,"2,899",جميلة جدا,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,رائعة في كل شيء ، أول مرة أشتري سماعه بدون ما حد يشتكي من الصوت,"2,899",رائعة في كل شيء أول مرة أشتري سماعه بدون ما حد يشتكي من الصوت,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,3.0,علبه السماعه وصلت ولم أجد بداخلها كابل الشحن ولا اعرف اذا كان يجب أن يكون من ضمن المحتويات او لا,"2,899",علبه السماعه وصلت ولم أجد بداخلها كابل الشحن ولا اعرف اذا كان يجب أن يكون من ضمن المحتويات او لا,سلبي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,"بعد تجربة ماركات شهيره وفئات عاليه من السماعات تتفوق سماعة cmf pro 2
. صوت السماعه في الاغاني والافلام 9/10
صوت المكالمات وجودتها 8/10 نسبه ممتازه مقارنه بانواع اغلي منها بكتير
سرعة الاتصال واستقرار الاتصال 9/10
تصميم السماعه والعلبه 9/10
البطاريه 9/10
التحكم في الصوت والعزل من السماعه والابلكيشن 9/10
سعر السماعه قيمة مقابل سعر ممتازه
ده تقييمي الشخصي
ارجو ان تحتفظ بسعرها المنافس","2,899",بعد تجربة ماركات شهيره وفئات عاليه من السماعات تتفوق سماعة صوت السماعه في الاغاني والافلام صوت المكالمات وجودتها نسبه ممتازه مقارنه بانواع اغلي منها بكتير سرعة الاتصال واستقرار الاتصال تصميم السماعه والعلبه البطاريه التحكم في الصوت والعزل من السماعه والابلكيشن سعر السماعه قيمة مقابل سعر ممتازه ده تقييمي الشخصي ارجو ان تحتفظ بسعرها المنافس,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,تحفة صوت عالى و نقاء و خفيفة و مش بحس بيها و انا لابسها و مبتتزحلقش من ودانى و العزل ممتاز,"2,899",تحفة صوت عالى و نقاء و خفيفة و مش بحس بيها و انا لابسها و مبتتزحلقش من ودانى و العزل ممتاز,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,ممتازة,"2,899",ممتازة,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,منتج راااائع,"2,899",منتج راااائع,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,جميله فششششخ,"2,899",جميله فششششخ,إيجابي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,1.0,"انا اشتريت السماعة دي الكرتونة من برا متبهدلة
وبوكس السماعة من جوا متخربش والسماعتين نفسهم عليهم تراب وشمع اذان بتاعت حد
مش بس كدا دا كمان الفردة اليمين مرة تتشغل و١٠ لا
والبطارية بتخلص اقل من ٣ ساعات حرفيا زيها زي السماعات ال ب ٥٠٠ جنيه ويمكن اوحش
حسبي الله ونعم الوكيل","2,899",انا اشتريت السماعة دي الكرتونة من برا متبهدلة وبوكس السماعة من جوا متخربش والسماعتين نفسهم عليهم تراب وشمع اذان بتاعت حد مش بس كدا دا كمان الفردة اليمين مرة تتشغل و لا والبطارية بتخلص اقل من ساعات حرفيا زيها زي السماعات ال ب جنيه ويمكن اوحش حسبي الله ونعم الوكيل,سلبي
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",B0D54298JX,5.0,"السماعات جدا ممتازة
البطارية تدوم فترات طويلة وتكفيك اليوم كامل
جودة التصوت ممتازة وجودة التصنيع ايضاً تعتبر جدا ممتازة وسهل انك تربطها بالجوال لاول استخدام","2,899",السماعات جدا ممتازة البطارية تدوم فترات طويلة وتكفيك اليوم كامل جودة التصوت ممتازة وجودة التصنيع ايضا تعتبر جدا ممتازة وسهل انك تربطها بالجوال لاول استخدام,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,5.0,"أشترتها مخصوص علشان المكالمات
بناء علي التقيمات الأجابية
وجدت فيها عزل ضوضاء حقيقي مش مجرد دعاية اكنك بتتكلم من الموبايل
وصوتها عالي في الموسيقي ونقي جدا
والمدي جيد جدا عشرة متر واكتر
وسعرهافي العرض قوي جدا ٧٠٠+خصم أضافي ارخص مكان
تستاهل خمس نجوم
شكرا امازون",599,أشترتها مخصوص علشان المكالمات بناء علي التقيمات الأجابية وجدت فيها عزل ضوضاء حقيقي مش مجرد دعاية اكنك بتتكلم من الموبايل وصوتها عالي في الموسيقي ونقي جدا والمدي جيد جدا عشرة متر واكتر وسعرهافي العرض قوي جدا خصم أضافي ارخص مكان تستاهل خمس نجوم شكرا امازون,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,عندي مشكله في المنتج الصوت في المكالمات ضعيف جدا وصوت السماعه ذات نفسه واطي,599,عندي مشكله في المنتج الصوت في المكالمات ضعيف جدا وصوت السماعه ذات نفسه واطي,سلبي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,4.0,"جيدة و صوتها ممتاز و ممكن تظبط الصوت أكتر بأي برنامج إيكولايزر و هيكون أحسن كمان

تحديث
بعد 9 شهور من شرائها
السماعة اليسار مش بتشحن من البوكس ، المغناطيس اللي بيمسك السماعة تقريبا فيه مشكلة",599,جيدة و صوتها ممتاز و ممكن تظبط الصوت أكتر بأي برنامج إيكولايزر و هيكون أحسن كمان تحديث بعد شهور من شرائها السماعة اليسار مش بتشحن من البوكس المغناطيس اللي بيمسك السماعة تقريبا فيه مشكلة,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,2.0,المجال بتاعها قليل جدا ، لازم تكون جمب الموبيل طول الوقت علشان تعرف تسمع. جودة الصوت كويسة مش وحشة وكذلك البطارية,599,المجال بتاعها قليل جدا لازم تكون جمب الموبيل طول الوقت علشان تعرف تسمع جودة الصوت كويسة مش وحشة وكذلك البطارية,محايد
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,5.0,ممتازه ولاكن السعر أتغير ونزل حوالي ٨٠ ج تآني يوم ما اشتريتها لما عملت الاوردر,599,ممتازه ولاكن السعر أتغير ونزل حوالي ج تآني يوم ما اشتريتها لما عملت الاوردر,محايد
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,المنتج كان يعمل بطريقة ممتازة منذ اليوم الأول شلرائه فى 29 أبريل 2025 ولكن منذ أسبوع للأسف السماعة اليسرى توقفت عن العمل ولا أسمع بها تماما كما أن إضائتها الخضراء توقفت عن الوميض. أليس من المفروض أن المنتج له فترة ضمان لا تقل عن عام؟,599,المنتج كان يعمل بطريقة ممتازة منذ اليوم الأول شلرائه فى أبريل ولكن منذ أسبوع للأسف السماعة اليسرى توقفت عن العمل ولا أسمع بها تماما كما أن إضائتها الخضراء توقفت عن الوميض أليس من المفروض أن المنتج له فترة ضمان لا تقل عن عام,سلبي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,4.0,المنتج كما هو موضح بالصور والتسليم في ميعاده ولكن الميكروفون ليس افضل حاجة,599,المنتج كما هو موضح بالصور والتسليم في ميعاده ولكن الميكروفون ليس افضل حاجة,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,3.0,مش بتعزل الصوت,599,مش بتعزل الصوت,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,2.0,عندما اشتريته وجدت أن السماعة اليمنى لا تعمل الا بجوار علبة الشحن,599,عندما اشتريته وجدت أن السماعة اليمنى لا تعمل الا بجوار علبة الشحن,محايد
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,السماعه نفسها بتعلق وهيا بتشحن وبتفضل نشطه وها في البكس مبتفصلش من التليفون جبت ثلاثه بس حاجه زباله,599,السماعه نفسها بتعلق وهيا بتشحن وبتفضل نشطه وها في البكس مبتفصلش من التليفون جبت ثلاثه بس حاجه زباله,سلبي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,4.0,وصلت كالمعلن وجيده جدا,599,وصلت كالمعلن وجيده جدا,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,مش حلوة خالص اشتغلت يوم وبعد كدا مش بتقبل شحن ولا بتفصل لما تحطها ف العلبة,599,مش حلوة خالص اشتغلت يوم وبعد كدا مش بتقبل شحن ولا بتفصل لما تحطها ف العلبة,سلبي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,"السماعة فيها مشكلة فى الاتصال ساعات بتبقى شغاله حتى بعد ما
بحطها فى البوكس",599,السماعة فيها مشكلة فى الاتصال ساعات بتبقى شغاله حتى بعد ما بحطها فى البوكس,سلبي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,2.0,المكيروفون مش حلو هي جميله ك اغاني لاكن مكالمات سيئه,599,المكيروفون مش حلو هي جميله ك اغاني لاكن مكالمات سيئه,محايد
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,5.0,انصح بالشرء,599,انصح بالشرء,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,5.0,روعه ياانفنكس ومن نجاح لنجاح,599,روعه ياانفنكس ومن نجاح لنجاح,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,ارجو التواصل من يلا تاجر,599,ارجو التواصل من يلا تاجر,إيجابي
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,1.0,السماعة لا تعزل الدوشة من حولك و ليست جيدة كصوت عالي,599,السماعة لا تعزل الدوشة من حولك و ليست جيدة كصوت عالي,محايد
"Infinix-Buds Neo-XE26 Black V5.3 Bluetooth Earbuds, AI ENC Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, 28 hrs Battery Life, 40/500 mAh, IPX4 Water Resistant, 1 Year Warranty.",B0CX9HJ4C1,5.0,"السماعه ممتازه في المكالمات والصوت ممتاز وبيز قوي جدا
تتستحق اكثر من ذالك انفينكس",599,السماعه ممتازه في المكالمات والصوت ممتاز وبيز قوي جدا تتستحق اكثر من ذالك انفينكس,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,5.0,كنت خايف من السماعه بسبب التعليقات و لما جربتها لقيتها ممتازه صوت و بطاريه و تغليف فوق الممتاز شكرا امازون و شكرا للتاجر,220,كنت خايف من السماعه بسبب التعليقات و لما جربتها لقيتها ممتازه صوت و بطاريه و تغليف فوق الممتاز شكرا امازون و شكرا للتاجر,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,1.0,منتج سئ جدا,220,منتج سئ جدا,سلبي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,3.0,صوتها مش انقى حاجه بس المايك حلو لو ف مكان هادئ شحنها حلو والبطاريه بتقعد معايا,220,صوتها مش انقى حاجه بس المايك حلو لو ف مكان هادئ شحنها حلو والبطاريه بتقعد معايا,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,1.0,السماعة مش راضية تشحن من اول مرة بعد ما طلعتها من العلبة وما استخدمتهاش خالص والسماعة ماليهاش لازمة وكانها حديدة,220,السماعة مش راضية تشحن من اول مرة بعد ما طلعتها من العلبة وما استخدمتهاش خالص والسماعة ماليهاش لازمة وكانها حديدة,سلبي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,5.0,الصوت رائع و الجودة كويسه جداً بس هي لسه تحت التجربه لحد دلوقتي كويسه جداً,220,الصوت رائع و الجودة كويسه جدا بس هي لسه تحت التجربه لحد دلوقتي كويسه جدا,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,4.0,المنتج جيد وبحاله جيده أشتريت أخرى مثلها من شركه أخرى والفرق واضح في نفس المنج ونفس الفئه السعريه أعتقد سأشتري من نفس الشركه مجددا,220,المنتج جيد وبحاله جيده أشتريت أخرى مثلها من شركه أخرى والفرق واضح في نفس المنج ونفس الفئه السعريه أعتقد سأشتري من نفس الشركه مجددا,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,5.0,الصوت حلو جدًا بس فيه شوية خنقة في الخلفية، بس بالنسبة للسعر فهو بصراحة جامد.,220,الصوت حلو جدا بس فيه شوية خنقة في الخلفية بس بالنسبة للسعر فهو بصراحة جامد,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,4.0,كويسة بس الشحن بطئ,220,كويسة بس الشحن بطئ,إيجابي
Wireless Earbuds Bluetooth 5.3 Headphones Deep Bass with Mic 140H Playtime LED Display with Charging Case IPX4 Waterproof Stereo Earphones In-Ear CVC 8.0 Noise Reduction Headset For Sport/Work M90 Pro,B0CSZ4W59B,4.0,كويسه مقابل سعرها بس قراته البطاريه متعتمدش عليها عشان هتبقا 60%وهتفصل فجاء,220,كويسه مقابل سعرها بس قراته البطاريه متعتمدش عليها عشان هتبقا وهتفصل فجاء,إيجابي
